t,s	beta=200, m=067,  v=30m/s
3.10369E+01	-1.14872E-02
3.10404E+01	-1.13413E-02
3.10439E+01	-1.11942E-02
3.10473E+01	-1.10460E-02
3.10508E+01	-1.08968E-02
3.10545E+01	-1.07399E-02
3.10581E+01	-1.05822E-02
3.10617E+01	-1.04241E-02
3.10654E+01	-1.02655E-02
3.10692E+01	-1.00997E-02
3.10730E+01	-9.93382E-03
3.10768E+01	-9.76799E-03
3.10806E+01	-9.60237E-03
3.10846E+01	-9.42619E-03
3.10887E+01	-9.25058E-03
3.10927E+01	-9.07582E-03
3.10968E+01	-8.90203E-03
3.11002E+01	-8.75661E-03
3.11036E+01	-8.61198E-03
3.11070E+01	-8.46809E-03
3.11104E+01	-8.32493E-03
3.11152E+01	-8.12651E-03
3.11199E+01	-7.92931E-03
3.11247E+01	-7.73332E-03
3.11294E+01	-7.53851E-03
3.11327E+01	-7.40653E-03
3.11359E+01	-7.27518E-03
3.11391E+01	-7.14455E-03
3.11424E+01	-7.01470E-03
3.11456E+01	-6.88572E-03
3.11488E+01	-6.75768E-03
3.11521E+01	-6.63066E-03
3.11553E+01	-6.50475E-03
3.11592E+01	-6.35655E-03
3.11630E+01	-6.21012E-03
3.11669E+01	-6.06557E-03
3.11707E+01	-5.92302E-03
3.11741E+01	-5.79865E-03
3.11775E+01	-5.67598E-03
3.11809E+01	-5.55510E-03
3.11843E+01	-5.43607E-03
3.11887E+01	-5.28672E-03
3.11930E+01	-5.14060E-03
3.11974E+01	-4.99780E-03
3.12017E+01	-4.85842E-03
3.12068E+01	-4.69926E-03
3.12119E+01	-4.54504E-03
3.12171E+01	-4.39594E-03
3.12222E+01	-4.25217E-03
3.12265E+01	-4.13564E-03
3.12307E+01	-4.02329E-03
3.12350E+01	-3.91540E-03
3.12393E+01	-3.81221E-03
3.12436E+01	-3.71397E-03
3.12479E+01	-3.62095E-03
3.12522E+01	-3.53334E-03
3.12565E+01	-3.45131E-03
3.12615E+01	-3.36265E-03
3.12666E+01	-3.28194E-03
3.12716E+01	-3.20931E-03
3.12766E+01	-3.14488E-03
3.12797E+01	-3.10963E-03
3.12827E+01	-3.07751E-03
3.12858E+01	-3.04855E-03
3.12888E+01	-3.02277E-03
3.12910E+01	-3.00671E-03
3.12931E+01	-2.99221E-03
3.12952E+01	-2.97929E-03
3.12974E+01	-2.96796E-03
3.12995E+01	-2.95822E-03
3.13016E+01	-2.95009E-03
3.13038E+01	-2.94358E-03
3.13059E+01	-2.93869E-03
3.13097E+01	-2.93403E-03
3.13136E+01	-2.93468E-03
3.13174E+01	-2.94072E-03
3.13212E+01	-2.95220E-03
3.13250E+01	-2.96895E-03
3.13287E+01	-2.99123E-03
3.13325E+01	-3.01914E-03
3.13363E+01	-3.05272E-03
3.13394E+01	-3.08448E-03
3.13424E+01	-3.12028E-03
3.13455E+01	-3.16012E-03
3.13486E+01	-3.20401E-03
3.13514E+01	-3.24777E-03
3.13543E+01	-3.29487E-03
3.13571E+01	-3.34524E-03
3.13599E+01	-3.39883E-03
3.13642E+01	-3.48591E-03
3.13685E+01	-3.57987E-03
3.13727E+01	-3.68034E-03
3.13770E+01	-3.78689E-03
3.13799E+01	-3.86072E-03
3.13827E+01	-3.93681E-03
3.13855E+01	-4.01493E-03
3.13884E+01	-4.09489E-03
3.13912E+01	-4.17652E-03
3.13941E+01	-4.25972E-03
3.13969E+01	-4.34441E-03
3.13997E+01	-4.43049E-03
3.14033E+01	-4.54122E-03
3.14069E+01	-4.65397E-03
3.14105E+01	-4.76865E-03
3.14141E+01	-4.88517E-03
3.14180E+01	-5.01368E-03
3.14219E+01	-5.14422E-03
3.14258E+01	-5.27673E-03
3.14297E+01	-5.41115E-03
3.14330E+01	-5.52896E-03
3.14364E+01	-5.64812E-03
3.14398E+01	-5.76857E-03
3.14432E+01	-5.89026E-03
3.14453E+01	-5.96937E-03
3.14475E+01	-6.04896E-03
3.14497E+01	-6.12900E-03
3.14519E+01	-6.20947E-03
3.14540E+01	-6.29032E-03
3.14562E+01	-6.37151E-03
3.14584E+01	-6.45301E-03
3.14605E+01	-6.53483E-03
3.14629E+01	-6.62462E-03
3.14653E+01	-6.71486E-03
3.14677E+01	-6.80557E-03
3.14700E+01	-6.89681E-03
3.14720E+01	-6.97391E-03
3.14740E+01	-7.05149E-03
3.14760E+01	-7.12955E-03
3.14780E+01	-7.20813E-03
3.14800E+01	-7.28723E-03
3.14820E+01	-7.36681E-03
3.14840E+01	-7.44684E-03
3.14860E+01	-7.52730E-03
3.14879E+01	-7.60361E-03
3.14898E+01	-7.68027E-03
3.14917E+01	-7.75723E-03
3.14935E+01	-7.83449E-03
3.14955E+01	-7.91606E-03
3.14975E+01	-7.99790E-03
3.14995E+01	-8.08000E-03
3.15015E+01	-8.16234E-03
3.15034E+01	-8.24490E-03
3.15054E+01	-8.32766E-03
3.15074E+01	-8.41062E-03
3.15094E+01	-8.49374E-03
3.15112E+01	-8.56794E-03
3.15129E+01	-8.64227E-03
3.15147E+01	-8.71671E-03
3.15165E+01	-8.79126E-03
3.15182E+01	-8.86591E-03
3.15200E+01	-8.94067E-03
3.15217E+01	-9.01551E-03
3.15235E+01	-9.09042E-03
3.15266E+01	-9.22147E-03
3.15297E+01	-9.35267E-03
3.15328E+01	-9.48398E-03
3.15358E+01	-9.61537E-03
3.15389E+01	-9.74408E-03
3.15419E+01	-9.87281E-03
3.15449E+01	-1.00016E-02
3.15479E+01	-1.01303E-02
3.15502E+01	-1.02260E-02
3.15524E+01	-1.03216E-02
3.15547E+01	-1.04173E-02
3.15569E+01	-1.05130E-02
3.15591E+01	-1.06087E-02
3.15614E+01	-1.07045E-02
3.15636E+01	-1.08003E-02
3.15659E+01	-1.08963E-02
3.15686E+01	-1.10141E-02
3.15714E+01	-1.11321E-02
3.15741E+01	-1.12501E-02
3.15769E+01	-1.13682E-02
3.15796E+01	-1.14862E-02
3.15824E+01	-1.16040E-02
3.15851E+01	-1.17213E-02
3.15879E+01	-1.18382E-02
3.15906E+01	-1.19515E-02
3.15933E+01	-1.20643E-02
3.15959E+01	-1.21763E-02
3.15986E+01	-1.22876E-02
3.16022E+01	-1.24364E-02
3.16059E+01	-1.25834E-02
3.16095E+01	-1.27285E-02
3.16131E+01	-1.28715E-02
3.16162E+01	-1.29922E-02
3.16193E+01	-1.31112E-02
3.16224E+01	-1.32285E-02
3.16255E+01	-1.33439E-02
3.16288E+01	-1.34642E-02
3.16321E+01	-1.35823E-02
3.16354E+01	-1.36982E-02
3.16386E+01	-1.38118E-02
3.16449E+01	-1.40205E-02
3.16511E+01	-1.42205E-02
3.16573E+01	-1.44113E-02
3.16636E+01	-1.45924E-02
3.16673E+01	-1.46965E-02
3.16710E+01	-1.47970E-02
3.16748E+01	-1.48937E-02
3.16785E+01	-1.49864E-02
3.16807E+01	-1.50379E-02
3.16828E+01	-1.50881E-02
3.16850E+01	-1.51368E-02
3.16872E+01	-1.51841E-02
3.16893E+01	-1.52299E-02
3.16915E+01	-1.52741E-02
3.16936E+01	-1.53167E-02
3.16958E+01	-1.53577E-02
3.16981E+01	-1.53999E-02
3.17004E+01	-1.54402E-02
3.17027E+01	-1.54786E-02
3.17050E+01	-1.55149E-02
3.17068E+01	-1.55415E-02
3.17086E+01	-1.55668E-02
3.17104E+01	-1.55910E-02
3.17122E+01	-1.56140E-02
3.17139E+01	-1.56358E-02
3.17157E+01	-1.56565E-02
3.17175E+01	-1.56760E-02
3.17193E+01	-1.56944E-02
3.17209E+01	-1.57099E-02
3.17225E+01	-1.57245E-02
3.17240E+01	-1.57383E-02
3.17256E+01	-1.57512E-02
3.17279E+01	-1.57683E-02
3.17302E+01	-1.57837E-02
3.17325E+01	-1.57975E-02
3.17348E+01	-1.58098E-02
3.17372E+01	-1.58209E-02
3.17395E+01	-1.58305E-02
3.17419E+01	-1.58387E-02
3.17443E+01	-1.58454E-02
3.17467E+01	-1.58508E-02
3.17491E+01	-1.58549E-02
3.17514E+01	-1.58578E-02
3.17538E+01	-1.58595E-02
3.17555E+01	-1.58602E-02
3.17573E+01	-1.58603E-02
3.17590E+01	-1.58599E-02
3.17607E+01	-1.58590E-02
3.17625E+01	-1.58576E-02
3.17642E+01	-1.58557E-02
3.17660E+01	-1.58533E-02
3.17677E+01	-1.58503E-02
3.17695E+01	-1.58469E-02
3.17712E+01	-1.58429E-02
3.17730E+01	-1.58384E-02
3.17748E+01	-1.58334E-02
3.17776E+01	-1.58241E-02
3.17805E+01	-1.58134E-02
3.17834E+01	-1.58013E-02
3.17863E+01	-1.57878E-02
3.17878E+01	-1.57804E-02
3.17892E+01	-1.57726E-02
3.17907E+01	-1.57645E-02
3.17922E+01	-1.57560E-02
3.17936E+01	-1.57471E-02
3.17951E+01	-1.57378E-02
3.17965E+01	-1.57281E-02
3.17980E+01	-1.57180E-02
3.17994E+01	-1.57082E-02
3.18007E+01	-1.56980E-02
3.18021E+01	-1.56874E-02
3.18035E+01	-1.56764E-02
3.18051E+01	-1.56633E-02
3.18066E+01	-1.56497E-02
3.18082E+01	-1.56355E-02
3.18098E+01	-1.56209E-02
3.18121E+01	-1.55987E-02
3.18144E+01	-1.55755E-02
3.18167E+01	-1.55513E-02
3.18190E+01	-1.55263E-02
3.18210E+01	-1.55040E-02
3.18229E+01	-1.54811E-02
3.18249E+01	-1.54575E-02
3.18269E+01	-1.54334E-02
3.18296E+01	-1.53997E-02
3.18323E+01	-1.53649E-02
3.18350E+01	-1.53290E-02
3.18377E+01	-1.52921E-02
3.18395E+01	-1.52666E-02
3.18414E+01	-1.52406E-02
3.18432E+01	-1.52142E-02
3.18450E+01	-1.51874E-02
3.18468E+01	-1.51602E-02
3.18486E+01	-1.51326E-02
3.18505E+01	-1.51046E-02
3.18523E+01	-1.50762E-02
3.18539E+01	-1.50501E-02
3.18556E+01	-1.50237E-02
3.18572E+01	-1.49969E-02
3.18589E+01	-1.49699E-02
3.18606E+01	-1.49425E-02
3.18622E+01	-1.49148E-02
3.18639E+01	-1.48868E-02
3.18655E+01	-1.48585E-02
3.18691E+01	-1.47962E-02
3.18727E+01	-1.47325E-02
3.18762E+01	-1.46673E-02
3.18798E+01	-1.46005E-02
3.18822E+01	-1.45542E-02
3.18846E+01	-1.45072E-02
3.18871E+01	-1.44595E-02
3.18895E+01	-1.44110E-02
3.18911E+01	-1.43785E-02
3.18927E+01	-1.43457E-02
3.18943E+01	-1.43125E-02
3.18959E+01	-1.42789E-02
3.18975E+01	-1.42449E-02
3.18991E+01	-1.42105E-02
3.19007E+01	-1.41757E-02
3.19023E+01	-1.41405E-02
3.19052E+01	-1.40757E-02
3.19081E+01	-1.40096E-02
3.19110E+01	-1.39422E-02
3.19139E+01	-1.38735E-02
3.19175E+01	-1.37868E-02
3.19211E+01	-1.36980E-02
3.19247E+01	-1.36073E-02
3.19282E+01	-1.35147E-02
3.19300E+01	-1.34679E-02
3.19318E+01	-1.34207E-02
3.19336E+01	-1.33730E-02
3.19354E+01	-1.33249E-02
3.19372E+01	-1.32764E-02
3.19390E+01	-1.32275E-02
3.19408E+01	-1.31782E-02
3.19425E+01	-1.31286E-02
3.19445E+01	-1.30738E-02
3.19465E+01	-1.30187E-02
3.19484E+01	-1.29634E-02
3.19504E+01	-1.29078E-02
3.19525E+01	-1.28466E-02
3.19547E+01	-1.27852E-02
3.19568E+01	-1.27235E-02
3.19590E+01	-1.26617E-02
3.19607E+01	-1.26113E-02
3.19625E+01	-1.25607E-02
3.19642E+01	-1.25099E-02
3.19660E+01	-1.24590E-02
3.19683E+01	-1.23914E-02
3.19706E+01	-1.23235E-02
3.19729E+01	-1.22554E-02
3.19752E+01	-1.21872E-02
3.19778E+01	-1.21114E-02
3.19804E+01	-1.20355E-02
3.19829E+01	-1.19597E-02
3.19855E+01	-1.18839E-02
3.19886E+01	-1.17932E-02
3.19917E+01	-1.17026E-02
3.19947E+01	-1.16124E-02
3.19978E+01	-1.15225E-02
3.20009E+01	-1.14318E-02
3.20041E+01	-1.13415E-02
3.20072E+01	-1.12517E-02
3.20103E+01	-1.11623E-02
3.20127E+01	-1.10950E-02
3.20150E+01	-1.10279E-02
3.20174E+01	-1.09609E-02
3.20197E+01	-1.08940E-02
3.20221E+01	-1.08272E-02
3.20244E+01	-1.07606E-02
3.20268E+01	-1.06941E-02
3.20291E+01	-1.06279E-02
3.20311E+01	-1.05727E-02
3.20331E+01	-1.05177E-02
3.20350E+01	-1.04630E-02
3.20370E+01	-1.04086E-02
3.20385E+01	-1.03665E-02
3.20401E+01	-1.03247E-02
3.20416E+01	-1.02830E-02
3.20431E+01	-1.02416E-02
3.20446E+01	-1.02005E-02
3.20462E+01	-1.01596E-02
3.20477E+01	-1.01190E-02
3.20492E+01	-1.00787E-02
3.20523E+01	-9.99775E-03
3.20555E+01	-9.91803E-03
3.20586E+01	-9.83956E-03
3.20617E+01	-9.76229E-03
3.20652E+01	-9.67608E-03
3.20687E+01	-9.59126E-03
3.20722E+01	-9.50771E-03
3.20758E+01	-9.42531E-03
3.20778E+01	-9.37867E-03
3.20798E+01	-9.33233E-03
3.20818E+01	-9.28629E-03
3.20838E+01	-9.24051E-03
3.20858E+01	-9.19499E-03
3.20879E+01	-9.14971E-03
3.20899E+01	-9.10469E-03
3.20919E+01	-9.05991E-03
3.20944E+01	-9.00401E-03
3.20969E+01	-8.94850E-03
3.20995E+01	-8.89336E-03
3.21020E+01	-8.83856E-03
3.21046E+01	-8.78270E-03
3.21072E+01	-8.72704E-03
3.21098E+01	-8.67147E-03
3.21124E+01	-8.61595E-03
3.21145E+01	-8.57106E-03
3.21166E+01	-8.52620E-03
3.21187E+01	-8.48136E-03
3.21208E+01	-8.43654E-03
3.21243E+01	-8.36184E-03
3.21278E+01	-8.28719E-03
3.21313E+01	-8.21261E-03
3.21348E+01	-8.13813E-03
3.21374E+01	-8.08209E-03
3.21400E+01	-8.02618E-03
3.21427E+01	-7.97046E-03
3.21453E+01	-7.91499E-03
3.21463E+01	-7.89406E-03
3.21473E+01	-7.87318E-03
3.21483E+01	-7.85235E-03
3.21493E+01	-7.83157E-03
3.21500E+01	-7.81731E-03
3.21507E+01	-7.80308E-03
3.21514E+01	-7.78888E-03
3.21521E+01	-7.77469E-03
3.21527E+01	-7.76053E-03
3.21534E+01	-7.74639E-03
3.21541E+01	-7.73227E-03
3.21548E+01	-7.71817E-03
3.21562E+01	-7.69051E-03
3.21575E+01	-7.66288E-03
3.21589E+01	-7.63528E-03
3.21602E+01	-7.60770E-03
3.21628E+01	-7.55475E-03
3.21654E+01	-7.50181E-03
3.21680E+01	-7.44887E-03
3.21706E+01	-7.39590E-03
3.21740E+01	-7.32616E-03
3.21774E+01	-7.25635E-03
3.21808E+01	-7.18647E-03
3.21842E+01	-7.11651E-03
3.21863E+01	-7.07420E-03
3.21883E+01	-7.03189E-03
3.21904E+01	-6.98957E-03
3.21925E+01	-6.94727E-03
3.21945E+01	-6.90500E-03
3.21966E+01	-6.86279E-03
3.21986E+01	-6.82071E-03
3.22007E+01	-6.77880E-03
3.22034E+01	-6.72477E-03
3.22061E+01	-6.67122E-03
3.22087E+01	-6.61820E-03
3.22114E+01	-6.56577E-03
3.22136E+01	-6.52394E-03
3.22157E+01	-6.48253E-03
3.22179E+01	-6.44153E-03
3.22200E+01	-6.40096E-03
3.22219E+01	-6.36641E-03
3.22238E+01	-6.33220E-03
3.22256E+01	-6.29835E-03
3.22275E+01	-6.26488E-03
3.22302E+01	-6.21606E-03
3.22330E+01	-6.16819E-03
3.22357E+01	-6.12135E-03
3.22385E+01	-6.07559E-03
3.22417E+01	-6.02338E-03
3.22449E+01	-5.97285E-03
3.22481E+01	-5.92409E-03
3.22514E+01	-5.87716E-03
3.22546E+01	-5.83264E-03
3.22577E+01	-5.78999E-03
3.22609E+01	-5.74918E-03
3.22641E+01	-5.71019E-03
3.22661E+01	-5.68672E-03
3.22681E+01	-5.66387E-03
3.22701E+01	-5.64159E-03
3.22721E+01	-5.61988E-03
3.22741E+01	-5.59873E-03
3.22760E+01	-5.57814E-03
3.22780E+01	-5.55810E-03
3.22800E+01	-5.53863E-03
3.22817E+01	-5.52248E-03
3.22834E+01	-5.50674E-03
3.22851E+01	-5.49140E-03
3.22868E+01	-5.47647E-03
3.22881E+01	-5.46510E-03
3.22894E+01	-5.45398E-03
3.22908E+01	-5.44311E-03
3.22921E+01	-5.43251E-03
3.22934E+01	-5.42219E-03
3.22947E+01	-5.41215E-03
3.22960E+01	-5.40240E-03
3.22974E+01	-5.39294E-03
3.22991E+01	-5.38102E-03
3.23008E+01	-5.36961E-03
3.23026E+01	-5.35870E-03
3.23043E+01	-5.34830E-03
3.23083E+01	-5.32590E-03
3.23124E+01	-5.30630E-03
3.23165E+01	-5.28948E-03
3.23205E+01	-5.27544E-03
3.23240E+01	-5.26547E-03
3.23276E+01	-5.25763E-03
3.23311E+01	-5.25198E-03
3.23346E+01	-5.24855E-03
3.23381E+01	-5.24741E-03
3.23417E+01	-5.24859E-03
3.23452E+01	-5.25214E-03
3.23487E+01	-5.25808E-03
3.23512E+01	-5.26361E-03
3.23536E+01	-5.27029E-03
3.23561E+01	-5.27809E-03
3.23585E+01	-5.28698E-03
3.23610E+01	-5.29688E-03
3.23634E+01	-5.30770E-03
3.23659E+01	-5.31938E-03
3.23683E+01	-5.33185E-03
3.23707E+01	-5.34457E-03
3.23730E+01	-5.35799E-03
3.23754E+01	-5.37209E-03
3.23777E+01	-5.38685E-03
3.23813E+01	-5.41005E-03
3.23848E+01	-5.43462E-03
3.23883E+01	-5.46055E-03
3.23918E+01	-5.48781E-03
3.23953E+01	-5.51635E-03
3.23988E+01	-5.54628E-03
3.24024E+01	-5.57776E-03
3.24059E+01	-5.61084E-03
3.24091E+01	-5.64217E-03
3.24122E+01	-5.67477E-03
3.24154E+01	-5.70862E-03
3.24186E+01	-5.74375E-03
3.24227E+01	-5.79063E-03
3.24268E+01	-5.83991E-03
3.24308E+01	-5.89182E-03
3.24349E+01	-5.94654E-03
3.24383E+01	-5.99472E-03
3.24417E+01	-6.04528E-03
3.24451E+01	-6.09831E-03
3.24485E+01	-6.15388E-03
3.24534E+01	-6.23702E-03
3.24582E+01	-6.32545E-03
3.24630E+01	-6.41921E-03
3.24678E+01	-6.51827E-03
3.24718E+01	-6.60395E-03
3.24758E+01	-6.69299E-03
3.24798E+01	-6.78525E-03
3.24838E+01	-6.88062E-03
3.24882E+01	-6.99026E-03
3.24926E+01	-7.10339E-03
3.24971E+01	-7.21965E-03
3.25015E+01	-7.33876E-03
3.25051E+01	-7.43810E-03
3.25087E+01	-7.53929E-03
3.25123E+01	-7.64233E-03
3.25160E+01	-7.74724E-03
3.25194E+01	-7.84820E-03
3.25228E+01	-7.95088E-03
3.25262E+01	-8.05528E-03
3.25297E+01	-8.16140E-03
3.25346E+01	-8.31701E-03
3.25395E+01	-8.47616E-03
3.25444E+01	-8.63877E-03
3.25493E+01	-8.80463E-03
3.25521E+01	-8.89795E-03
3.25548E+01	-8.99216E-03
3.25575E+01	-9.08721E-03
3.25603E+01	-9.18306E-03
3.25630E+01	-9.27966E-03
3.25657E+01	-9.37691E-03
3.25685E+01	-9.47470E-03
3.25712E+01	-9.57290E-03
3.25747E+01	-9.69893E-03
3.25782E+01	-9.82538E-03
3.25817E+01	-9.95212E-03
3.25851E+01	-1.00790E-02
3.25874E+01	-1.01621E-02
3.25897E+01	-1.02453E-02
3.25920E+01	-1.03284E-02
3.25943E+01	-1.04115E-02
3.25966E+01	-1.04945E-02
3.25989E+01	-1.05775E-02
3.26012E+01	-1.06604E-02
3.26034E+01	-1.07432E-02
3.26072E+01	-1.08806E-02
3.26110E+01	-1.10176E-02
3.26148E+01	-1.11541E-02
3.26186E+01	-1.12900E-02
3.26200E+01	-1.13381E-02
3.26213E+01	-1.13861E-02
3.26227E+01	-1.14341E-02
3.26240E+01	-1.14819E-02
3.26254E+01	-1.15296E-02
3.26267E+01	-1.15773E-02
3.26281E+01	-1.16248E-02
3.26294E+01	-1.16723E-02
3.26306E+01	-1.17115E-02
3.26317E+01	-1.17507E-02
3.26328E+01	-1.17898E-02
3.26339E+01	-1.18288E-02
3.26360E+01	-1.19013E-02
3.26381E+01	-1.19736E-02
3.26402E+01	-1.20456E-02
3.26423E+01	-1.21173E-02
3.26451E+01	-1.22132E-02
3.26479E+01	-1.23086E-02
3.26507E+01	-1.24034E-02
3.26535E+01	-1.24977E-02
3.26571E+01	-1.26198E-02
3.26608E+01	-1.27412E-02
3.26644E+01	-1.28620E-02
3.26681E+01	-1.29825E-02
3.26705E+01	-1.30625E-02
3.26729E+01	-1.31424E-02
3.26754E+01	-1.32222E-02
3.26778E+01	-1.33019E-02
3.26802E+01	-1.33815E-02
3.26827E+01	-1.34609E-02
3.26851E+01	-1.35399E-02
3.26875E+01	-1.36187E-02
3.26910E+01	-1.37310E-02
3.26945E+01	-1.38424E-02
3.26980E+01	-1.39529E-02
3.27015E+01	-1.40623E-02
3.27056E+01	-1.41905E-02
3.27097E+01	-1.43168E-02
3.27139E+01	-1.44411E-02
3.27180E+01	-1.45633E-02
3.27224E+01	-1.46909E-02
3.27268E+01	-1.48158E-02
3.27312E+01	-1.49376E-02
3.27356E+01	-1.50565E-02
3.27396E+01	-1.51615E-02
3.27436E+01	-1.52638E-02
3.27476E+01	-1.53636E-02
3.27516E+01	-1.54605E-02
3.27577E+01	-1.56047E-02
3.27639E+01	-1.57418E-02
3.27701E+01	-1.58711E-02
3.27762E+01	-1.59921E-02
3.27820E+01	-1.60971E-02
3.27878E+01	-1.61934E-02
3.27935E+01	-1.62802E-02
3.27993E+01	-1.63568E-02
3.28039E+01	-1.64103E-02
3.28085E+01	-1.64567E-02
3.28131E+01	-1.64957E-02
3.28178E+01	-1.65271E-02
3.28215E+01	-1.65470E-02
3.28253E+01	-1.65619E-02
3.28291E+01	-1.65715E-02
3.28329E+01	-1.65759E-02
3.28360E+01	-1.65757E-02
3.28391E+01	-1.65718E-02
3.28422E+01	-1.65645E-02
3.28453E+01	-1.65535E-02
3.28486E+01	-1.65379E-02
3.28519E+01	-1.65181E-02
3.28552E+01	-1.64943E-02
3.28585E+01	-1.64664E-02
3.28620E+01	-1.64327E-02
3.28655E+01	-1.63947E-02
3.28689E+01	-1.63524E-02
3.28724E+01	-1.63059E-02
3.28742E+01	-1.62803E-02
3.28760E+01	-1.62535E-02
3.28778E+01	-1.62256E-02
3.28796E+01	-1.61966E-02
3.28814E+01	-1.61664E-02
3.28832E+01	-1.61351E-02
3.28850E+01	-1.61026E-02
3.28868E+01	-1.60690E-02
3.28888E+01	-1.60310E-02
3.28907E+01	-1.59917E-02
3.28927E+01	-1.59510E-02
3.28947E+01	-1.59089E-02
3.28964E+01	-1.58701E-02
3.28982E+01	-1.58302E-02
3.28999E+01	-1.57893E-02
3.29017E+01	-1.57473E-02
3.29046E+01	-1.56755E-02
3.29075E+01	-1.56009E-02
3.29104E+01	-1.55237E-02
3.29133E+01	-1.54441E-02
3.29169E+01	-1.53442E-02
3.29204E+01	-1.52414E-02
3.29239E+01	-1.51359E-02
3.29275E+01	-1.50282E-02
3.29301E+01	-1.49464E-02
3.29328E+01	-1.48636E-02
3.29354E+01	-1.47800E-02
3.29381E+01	-1.46956E-02
3.29407E+01	-1.46104E-02
3.29434E+01	-1.45244E-02
3.29460E+01	-1.44376E-02
3.29487E+01	-1.43499E-02
3.29518E+01	-1.42442E-02
3.29550E+01	-1.41374E-02
3.29581E+01	-1.40295E-02
3.29613E+01	-1.39205E-02
3.29657E+01	-1.37681E-02
3.29701E+01	-1.36135E-02
3.29744E+01	-1.34569E-02
3.29788E+01	-1.32981E-02
3.29822E+01	-1.31742E-02
3.29856E+01	-1.30491E-02
3.29889E+01	-1.29229E-02
3.29923E+01	-1.27954E-02
3.29936E+01	-1.27462E-02
3.29949E+01	-1.26968E-02
3.29962E+01	-1.26473E-02
3.29975E+01	-1.25975E-02
3.29988E+01	-1.25477E-02
3.30001E+01	-1.24976E-02
3.30014E+01	-1.24474E-02
3.30027E+01	-1.23971E-02
3.30037E+01	-1.23564E-02
3.30048E+01	-1.23156E-02
3.30058E+01	-1.22747E-02
3.30069E+01	-1.22337E-02
3.30091E+01	-1.21451E-02
3.30114E+01	-1.20561E-02
3.30136E+01	-1.19666E-02
3.30159E+01	-1.18767E-02
3.30188E+01	-1.17579E-02
3.30218E+01	-1.16380E-02
3.30247E+01	-1.15171E-02
3.30277E+01	-1.13950E-02
3.30301E+01	-1.12957E-02
3.30325E+01	-1.11957E-02
3.30349E+01	-1.10951E-02
3.30372E+01	-1.09939E-02
3.30405E+01	-1.08553E-02
3.30437E+01	-1.07157E-02
3.30470E+01	-1.05751E-02
3.30502E+01	-1.04336E-02
3.30535E+01	-1.02913E-02
3.30567E+01	-1.01481E-02
3.30600E+01	-1.00041E-02
3.30632E+01	-9.85937E-03
3.30677E+01	-9.65896E-03
3.30722E+01	-9.45749E-03
3.30767E+01	-9.25520E-03
3.30811E+01	-9.05229E-03
3.30851E+01	-8.87324E-03
3.30890E+01	-8.69429E-03
3.30930E+01	-8.51563E-03
3.30969E+01	-8.33741E-03
3.31018E+01	-8.11810E-03
3.31067E+01	-7.89986E-03
3.31115E+01	-7.68290E-03
3.31164E+01	-7.46735E-03
3.31209E+01	-7.27021E-03
3.31254E+01	-7.07460E-03
3.31299E+01	-6.88091E-03
3.31343E+01	-6.68936E-03
3.31384E+01	-6.51708E-03
3.31425E+01	-6.34716E-03
3.31466E+01	-6.17992E-03
3.31507E+01	-6.01566E-03
3.31562E+01	-5.79682E-03
3.31618E+01	-5.58480E-03
3.31674E+01	-5.38026E-03
3.31729E+01	-5.18381E-03
3.31788E+01	-4.98519E-03
3.31847E+01	-4.79678E-03
3.31906E+01	-4.61907E-03
3.31965E+01	-4.45249E-03
3.32009E+01	-4.33715E-03
3.32052E+01	-4.22813E-03
3.32096E+01	-4.12551E-03
3.32139E+01	-4.02940E-03
3.32182E+01	-3.93984E-03
3.32226E+01	-3.85691E-03
3.32269E+01	-3.78072E-03
3.32313E+01	-3.71134E-03
3.32364E+01	-3.63789E-03
3.32416E+01	-3.57443E-03
3.32468E+01	-3.52120E-03
3.32519E+01	-3.47827E-03
3.32543E+01	-3.46206E-03
3.32566E+01	-3.44799E-03
3.32590E+01	-3.43604E-03
3.32614E+01	-3.42618E-03
3.32637E+01	-3.41838E-03
3.32661E+01	-3.41258E-03
3.32684E+01	-3.40875E-03
3.32708E+01	-3.40682E-03
3.32751E+01	-3.40797E-03
3.32793E+01	-3.41478E-03
3.32836E+01	-3.42688E-03
3.32878E+01	-3.44392E-03
3.32914E+01	-3.46187E-03
3.32950E+01	-3.48285E-03
3.32986E+01	-3.50656E-03
3.33022E+01	-3.53276E-03
3.33058E+01	-3.56129E-03
3.33094E+01	-3.59214E-03
3.33130E+01	-3.62526E-03
3.33166E+01	-3.66068E-03
3.33216E+01	-3.71422E-03
3.33267E+01	-3.77243E-03
3.33317E+01	-3.83549E-03
3.33367E+01	-3.90356E-03
3.33383E+01	-3.92548E-03
3.33398E+01	-3.94791E-03
3.33414E+01	-3.97084E-03
3.33429E+01	-3.99429E-03
3.33445E+01	-4.01827E-03
3.33460E+01	-4.04279E-03
3.33475E+01	-4.06785E-03
3.33491E+01	-4.09348E-03
3.33509E+01	-4.12416E-03
3.33527E+01	-4.15567E-03
3.33545E+01	-4.18800E-03
3.33563E+01	-4.22117E-03
3.33584E+01	-4.26037E-03
3.33605E+01	-4.30067E-03
3.33625E+01	-4.34204E-03
3.33646E+01	-4.38446E-03
3.33665E+01	-4.42469E-03
3.33685E+01	-4.46578E-03
3.33704E+01	-4.50772E-03
3.33723E+01	-4.55047E-03
3.33742E+01	-4.59409E-03
