t,s	beta=200, m=067,  v=30m/s
0.00000E+00	0.00000E+00
1.00000E+00	0.00000E+00
2.00000E+00	0.00000E+00
3.00000E+00	0.00000E+00
4.00000E+00	0.00000E+00
4.10716E+00	0.00000E+00
4.21431E+00	0.00000E+00
4.32147E+00	0.00000E+00
4.42863E+00	0.00000E+00
4.53578E+00	0.00000E+00
4.64294E+00	0.00000E+00
4.75010E+00	0.00000E+00
4.85725E+00	0.00000E+00
4.87699E+00	0.00000E+00
4.89672E+00	0.00000E+00
4.91646E+00	0.00000E+00
4.93620E+00	0.00000E+00
4.94053E+00	0.00000E+00
4.94486E+00	0.00000E+00
4.94919E+00	0.00000E+00
4.95352E+00	0.00000E+00
4.95785E+00	0.00000E+00
4.96218E+00	0.00000E+00
4.96651E+00	0.00000E+00
4.97084E+00	0.00000E+00
4.97502E+00	0.00000E+00
4.97921E+00	0.00000E+00
4.98339E+00	0.00000E+00
4.98758E+00	0.00000E+00
4.98950E+00	0.00000E+00
4.99142E+00	0.00000E+00
4.99334E+00	0.00000E+00
4.99526E+00	0.00000E+00
4.99593E+00	0.00000E+00
4.99661E+00	0.00000E+00
4.99728E+00	0.00000E+00
4.99795E+00	0.00000E+00
4.99847E+00	0.00000E+00
4.99899E+00	0.00000E+00
4.99951E+00	0.00000E+00
5.00003E+00	0.00000E+00
5.00055E+00	3.51982E-11
5.00107E+00	5.23903E-10
5.00159E+00	2.07245E-09
5.00211E+00	5.32938E-09
5.00267E+00	1.11321E-08
5.00323E+00	1.96410E-08
5.00378E+00	3.14709E-08
5.00434E+00	4.72347E-08
5.00576E+00	1.09247E-07
5.00718E+00	2.10692E-07
5.00860E+00	3.61374E-07
5.01002E+00	5.70702E-07
5.01268E+00	1.15137E-06
5.01534E+00	2.02587E-06
5.01800E+00	3.24516E-06
5.02066E+00	4.85232E-06
5.02434E+00	7.77691E-06
5.02801E+00	1.15848E-05
5.03169E+00	1.63174E-05
5.03536E+00	2.19769E-05
5.03759E+00	2.58512E-05
5.03983E+00	3.00412E-05
5.04206E+00	3.45252E-05
5.04429E+00	3.92749E-05
5.04593E+00	4.29342E-05
5.04758E+00	4.66960E-05
5.04923E+00	5.05251E-05
5.05088E+00	5.43870E-05
5.05252E+00	5.82550E-05
5.05417E+00	6.21115E-05
5.05582E+00	6.59362E-05
5.05746E+00	6.97093E-05
5.05889E+00	7.29191E-05
5.06032E+00	7.60625E-05
5.06174E+00	7.91260E-05
5.06317E+00	8.20972E-05
5.06459E+00	8.49652E-05
5.06602E+00	8.77206E-05
5.06744E+00	9.03537E-05
5.06887E+00	9.28552E-05
5.07119E+00	9.66197E-05
5.07351E+00	9.99762E-05
5.07583E+00	1.02892E-04
5.07815E+00	1.05338E-04
5.08233E+00	1.08482E-04
5.08652E+00	1.09885E-04
5.09070E+00	1.09451E-04
5.09489E+00	1.07120E-04
5.09702E+00	1.05193E-04
5.09915E+00	1.02762E-04
5.10128E+00	9.98317E-05
5.10341E+00	9.64104E-05
5.10554E+00	9.25164E-05
5.10767E+00	8.81765E-05
5.10980E+00	8.34193E-05
5.11193E+00	7.82735E-05
5.11464E+00	7.12156E-05
5.11735E+00	6.36398E-05
5.12006E+00	5.55972E-05
5.12277E+00	4.71325E-05
5.12540E+00	3.85457E-05
5.12803E+00	2.95935E-05
5.13066E+00	2.02596E-05
5.13329E+00	1.05193E-05
5.13612E+00	-4.38831E-07
5.13894E+00	-1.19625E-05
5.14177E+00	-2.41215E-05
5.14460E+00	-3.69909E-05
5.14852E+00	-5.62026E-05
5.15245E+00	-7.71761E-05
5.15638E+00	-1.00150E-04
5.16031E+00	-1.25354E-04
5.16514E+00	-1.59750E-04
5.16997E+00	-1.98235E-04
5.17481E+00	-2.41120E-04
5.17964E+00	-2.88626E-04
5.18438E+00	-3.39904E-04
5.18913E+00	-3.95791E-04
5.19388E+00	-4.56214E-04
5.19862E+00	-5.21013E-04
5.20337E+00	-5.89953E-04
5.20812E+00	-6.62685E-04
5.21286E+00	-7.38836E-04
5.21761E+00	-8.18062E-04
5.22070E+00	-8.71215E-04
5.22380E+00	-9.25452E-04
5.22689E+00	-9.80743E-04
5.22999E+00	-1.03705E-03
5.23308E+00	-1.09435E-03
5.23618E+00	-1.15269E-03
5.23928E+00	-1.21211E-03
5.24237E+00	-1.27267E-03
5.24446E+00	-1.31430E-03
5.24656E+00	-1.35650E-03
5.24865E+00	-1.39930E-03
5.25075E+00	-1.44272E-03
5.25129E+00	-1.45403E-03
5.25183E+00	-1.46537E-03
5.25237E+00	-1.47676E-03
5.25291E+00	-1.48820E-03
5.25345E+00	-1.49968E-03
5.25399E+00	-1.51120E-03
5.25453E+00	-1.52277E-03
5.25507E+00	-1.53438E-03
5.25555E+00	-1.54495E-03
5.25604E+00	-1.55557E-03
5.25653E+00	-1.56621E-03
5.25702E+00	-1.57690E-03
5.25765E+00	-1.59052E-03
5.25827E+00	-1.60420E-03
5.25889E+00	-1.61794E-03
5.25951E+00	-1.63174E-03
5.26067E+00	-1.65762E-03
5.26183E+00	-1.68370E-03
5.26298E+00	-1.70999E-03
5.26414E+00	-1.73649E-03
5.26732E+00	-1.81023E-03
5.27049E+00	-1.88536E-03
5.27367E+00	-1.96180E-03
5.27685E+00	-2.03944E-03
5.27945E+00	-2.10384E-03
5.28205E+00	-2.16900E-03
5.28465E+00	-2.23490E-03
5.28725E+00	-2.30148E-03
5.28865E+00	-2.33753E-03
5.29004E+00	-2.37375E-03
5.29144E+00	-2.41016E-03
5.29284E+00	-2.44674E-03
5.29423E+00	-2.48349E-03
5.29563E+00	-2.52040E-03
5.29703E+00	-2.55746E-03
5.29843E+00	-2.59466E-03
5.30027E+00	-2.64398E-03
5.30212E+00	-2.69351E-03
5.30396E+00	-2.74325E-03
5.30581E+00	-2.79320E-03
5.30923E+00	-2.88638E-03
5.31265E+00	-2.98028E-03
5.31608E+00	-3.07490E-03
5.31950E+00	-3.17028E-03
5.32472E+00	-3.31719E-03
5.32993E+00	-3.46618E-03
5.33515E+00	-3.61756E-03
5.34037E+00	-3.77163E-03
5.34295E+00	-3.84906E-03
5.34554E+00	-3.92733E-03
5.34812E+00	-4.00653E-03
5.35071E+00	-4.08674E-03
5.35329E+00	-4.16802E-03
5.35588E+00	-4.25045E-03
5.35846E+00	-4.33404E-03
5.36105E+00	-4.41878E-03
5.36388E+00	-4.51297E-03
5.36671E+00	-4.60848E-03
5.36955E+00	-4.70528E-03
5.37238E+00	-4.80331E-03
5.37538E+00	-4.90829E-03
5.37837E+00	-5.01452E-03
5.38137E+00	-5.12193E-03
5.38436E+00	-5.23045E-03
5.38736E+00	-5.33998E-03
5.39036E+00	-5.45040E-03
5.39335E+00	-5.56165E-03
5.39635E+00	-5.67370E-03
5.39995E+00	-5.80918E-03
5.40354E+00	-5.94579E-03
5.40714E+00	-6.08350E-03
5.41073E+00	-6.22232E-03
5.41420E+00	-6.35726E-03
5.41767E+00	-6.49323E-03
5.42114E+00	-6.63025E-03
5.42461E+00	-6.76832E-03
5.42807E+00	-6.90747E-03
5.43154E+00	-7.04772E-03
5.43501E+00	-7.18909E-03
5.43848E+00	-7.33161E-03
5.44129E+00	-7.44806E-03
5.44410E+00	-7.56531E-03
5.44692E+00	-7.68337E-03
5.44973E+00	-7.80222E-03
5.45254E+00	-7.92188E-03
5.45535E+00	-8.04231E-03
5.45816E+00	-8.16348E-03
5.46098E+00	-8.28534E-03
5.46300E+00	-8.37329E-03
5.46502E+00	-8.46151E-03
5.46704E+00	-8.54997E-03
5.46906E+00	-8.63861E-03
5.47108E+00	-8.72739E-03
5.47310E+00	-8.81629E-03
5.47512E+00	-8.90529E-03
5.47714E+00	-8.99435E-03
5.47986E+00	-9.11429E-03
5.48258E+00	-9.23423E-03
5.48530E+00	-9.35412E-03
5.48802E+00	-9.47389E-03
5.49077E+00	-9.59475E-03
5.49352E+00	-9.71538E-03
5.49627E+00	-9.83573E-03
5.49901E+00	-9.95575E-03
5.50141E+00	-1.00601E-02
5.50381E+00	-1.01641E-02
5.50620E+00	-1.02679E-02
5.50860E+00	-1.03713E-02
5.51112E+00	-1.04796E-02
5.51364E+00	-1.05874E-02
5.51616E+00	-1.06947E-02
5.51869E+00	-1.08014E-02
5.52043E+00	-1.08748E-02
5.52218E+00	-1.09480E-02
5.52392E+00	-1.10207E-02
5.52567E+00	-1.10931E-02
5.52742E+00	-1.11651E-02
5.52916E+00	-1.12367E-02
5.53091E+00	-1.13078E-02
5.53266E+00	-1.13784E-02
5.53543E+00	-1.14898E-02
5.53821E+00	-1.15999E-02
5.54099E+00	-1.17088E-02
5.54377E+00	-1.18165E-02
5.54736E+00	-1.19537E-02
5.55094E+00	-1.20888E-02
5.55453E+00	-1.22219E-02
5.55812E+00	-1.23531E-02
5.56264E+00	-1.25159E-02
5.56716E+00	-1.26758E-02
5.57168E+00	-1.28331E-02
5.57621E+00	-1.29877E-02
5.58077E+00	-1.31413E-02
5.58532E+00	-1.32922E-02
5.58988E+00	-1.34402E-02
5.59444E+00	-1.35851E-02
5.59825E+00	-1.37038E-02
5.60206E+00	-1.38203E-02
5.60587E+00	-1.39343E-02
5.60968E+00	-1.40459E-02
5.61519E+00	-1.42030E-02
5.62070E+00	-1.43547E-02
5.62621E+00	-1.45011E-02
5.63172E+00	-1.46422E-02
5.63693E+00	-1.47708E-02
5.64214E+00	-1.48946E-02
5.64735E+00	-1.50139E-02
5.65256E+00	-1.51287E-02
5.65696E+00	-1.52223E-02
5.66136E+00	-1.53133E-02
5.66575E+00	-1.54018E-02
5.67015E+00	-1.54879E-02
5.67290E+00	-1.55404E-02
5.67565E+00	-1.55917E-02
5.67840E+00	-1.56419E-02
5.68114E+00	-1.56909E-02
5.68389E+00	-1.57385E-02
5.68664E+00	-1.57848E-02
5.68939E+00	-1.58295E-02
5.69214E+00	-1.58727E-02
5.69577E+00	-1.59274E-02
5.69940E+00	-1.59793E-02
5.70303E+00	-1.60282E-02
5.70667E+00	-1.60741E-02
5.71209E+00	-1.61370E-02
5.71750E+00	-1.61931E-02
5.72292E+00	-1.62421E-02
5.72834E+00	-1.62842E-02
5.73195E+00	-1.63084E-02
5.73557E+00	-1.63293E-02
5.73919E+00	-1.63471E-02
5.74281E+00	-1.63617E-02
5.74547E+00	-1.63704E-02
5.74813E+00	-1.63773E-02
5.75079E+00	-1.63825E-02
5.75345E+00	-1.63860E-02
5.75611E+00	-1.63879E-02
5.75877E+00	-1.63881E-02
5.76142E+00	-1.63867E-02
5.76408E+00	-1.63837E-02
5.76624E+00	-1.63800E-02
5.76840E+00	-1.63752E-02
5.77056E+00	-1.63692E-02
5.77272E+00	-1.63620E-02
5.77560E+00	-1.63505E-02
5.77848E+00	-1.63368E-02
5.78135E+00	-1.63207E-02
5.78423E+00	-1.63021E-02
5.78711E+00	-1.62811E-02
5.78998E+00	-1.62575E-02
5.79286E+00	-1.62312E-02
5.79574E+00	-1.62021E-02
5.79908E+00	-1.61650E-02
5.80242E+00	-1.61243E-02
5.80576E+00	-1.60799E-02
5.80910E+00	-1.60320E-02
5.81218E+00	-1.59848E-02
5.81526E+00	-1.59349E-02
5.81833E+00	-1.58823E-02
5.82141E+00	-1.58271E-02
5.82372E+00	-1.57843E-02
5.82602E+00	-1.57402E-02
5.82833E+00	-1.56950E-02
5.83063E+00	-1.56487E-02
5.83294E+00	-1.56014E-02
5.83524E+00	-1.55532E-02
5.83755E+00	-1.55043E-02
5.83985E+00	-1.54548E-02
5.84176E+00	-1.54132E-02
5.84367E+00	-1.53713E-02
5.84559E+00	-1.53289E-02
5.84750E+00	-1.52863E-02
5.84951E+00	-1.52410E-02
5.85152E+00	-1.51954E-02
5.85353E+00	-1.51494E-02
5.85554E+00	-1.51031E-02
5.85938E+00	-1.50141E-02
5.86321E+00	-1.49240E-02
5.86705E+00	-1.48329E-02
5.87088E+00	-1.47410E-02
5.87422E+00	-1.46602E-02
5.87756E+00	-1.45788E-02
5.88090E+00	-1.44969E-02
5.88424E+00	-1.44144E-02
5.88556E+00	-1.43816E-02
5.88688E+00	-1.43488E-02
5.88821E+00	-1.43158E-02
5.88953E+00	-1.42828E-02
5.89085E+00	-1.42498E-02
5.89217E+00	-1.42166E-02
5.89350E+00	-1.41835E-02
5.89482E+00	-1.41503E-02
5.89605E+00	-1.41195E-02
5.89727E+00	-1.40887E-02
5.89850E+00	-1.40578E-02
5.89973E+00	-1.40269E-02
5.90272E+00	-1.39514E-02
5.90571E+00	-1.38757E-02
5.90871E+00	-1.37997E-02
5.91170E+00	-1.37233E-02
5.91504E+00	-1.36372E-02
5.91839E+00	-1.35503E-02
5.92173E+00	-1.34625E-02
5.92508E+00	-1.33740E-02
5.92752E+00	-1.33088E-02
5.92996E+00	-1.32433E-02
5.93241E+00	-1.31774E-02
5.93485E+00	-1.31111E-02
5.93729E+00	-1.30445E-02
5.93973E+00	-1.29777E-02
5.94218E+00	-1.29107E-02
5.94462E+00	-1.28436E-02
5.94721E+00	-1.27725E-02
5.94980E+00	-1.27013E-02
5.95239E+00	-1.26302E-02
5.95498E+00	-1.25591E-02
5.95901E+00	-1.24485E-02
5.96305E+00	-1.23380E-02
5.96709E+00	-1.22276E-02
5.97112E+00	-1.21173E-02
5.97403E+00	-1.20378E-02
5.97694E+00	-1.19583E-02
5.97985E+00	-1.18788E-02
5.98276E+00	-1.17993E-02
5.98567E+00	-1.17197E-02
5.98858E+00	-1.16401E-02
5.99149E+00	-1.15604E-02
5.99440E+00	-1.14806E-02
5.99613E+00	-1.14330E-02
5.99787E+00	-1.13853E-02
5.99960E+00	-1.13375E-02
6.00133E+00	-1.12895E-02
6.00307E+00	-1.12414E-02
6.00480E+00	-1.11930E-02
6.00653E+00	-1.11445E-02
6.00826E+00	-1.10957E-02
6.01189E+00	-1.09928E-02
6.01552E+00	-1.08890E-02
6.01915E+00	-1.07842E-02
6.02278E+00	-1.06785E-02
6.02605E+00	-1.05823E-02
6.02933E+00	-1.04854E-02
6.03260E+00	-1.03880E-02
6.03587E+00	-1.02900E-02
6.03796E+00	-1.02271E-02
6.04006E+00	-1.01640E-02
6.04215E+00	-1.01009E-02
6.04424E+00	-1.00377E-02
6.04633E+00	-9.97447E-03
6.04843E+00	-9.91136E-03
6.05052E+00	-9.84838E-03
6.05261E+00	-9.78557E-03
6.05499E+00	-9.71452E-03
6.05736E+00	-9.64375E-03
6.05973E+00	-9.57327E-03
6.06211E+00	-9.50311E-03
6.06599E+00	-9.38902E-03
6.06988E+00	-9.27590E-03
6.07376E+00	-9.16381E-03
6.07765E+00	-9.05285E-03
6.08151E+00	-8.94371E-03
6.08537E+00	-8.83589E-03
6.08924E+00	-8.72953E-03
6.09310E+00	-8.62477E-03
6.09611E+00	-8.54430E-03
6.09912E+00	-8.46494E-03
6.10213E+00	-8.38671E-03
6.10514E+00	-8.30963E-03
6.10815E+00	-8.23368E-03
6.11116E+00	-8.15881E-03
6.11418E+00	-8.08492E-03
6.11719E+00	-8.01194E-03
6.11968E+00	-7.95223E-03
6.12217E+00	-7.89316E-03
6.12466E+00	-7.83476E-03
6.12715E+00	-7.77706E-03
6.12964E+00	-7.72011E-03
6.13214E+00	-7.66399E-03
6.13463E+00	-7.60880E-03
6.13712E+00	-7.55462E-03
6.13880E+00	-7.51873E-03
6.14047E+00	-7.48332E-03
6.14215E+00	-7.44841E-03
6.14383E+00	-7.41401E-03
6.14551E+00	-7.38013E-03
6.14718E+00	-7.34679E-03
6.14886E+00	-7.31400E-03
6.15054E+00	-7.28175E-03
6.15207E+00	-7.25278E-03
6.15361E+00	-7.22427E-03
6.15514E+00	-7.19623E-03
6.15667E+00	-7.16865E-03
6.15991E+00	-7.11189E-03
6.16315E+00	-7.05716E-03
6.16639E+00	-7.00437E-03
6.16963E+00	-6.95344E-03
6.17169E+00	-6.92197E-03
6.17375E+00	-6.89117E-03
6.17581E+00	-6.86103E-03
6.17787E+00	-6.83149E-03
6.17922E+00	-6.81234E-03
6.18058E+00	-6.79342E-03
6.18194E+00	-6.77471E-03
6.18330E+00	-6.75623E-03
6.18465E+00	-6.73796E-03
6.18601E+00	-6.71991E-03
6.18737E+00	-6.70208E-03
6.18873E+00	-6.68448E-03
6.19030E+00	-6.66438E-03
6.19187E+00	-6.64457E-03
6.19344E+00	-6.62505E-03
6.19501E+00	-6.60582E-03
6.19640E+00	-6.58910E-03
6.19778E+00	-6.57259E-03
6.19917E+00	-6.55628E-03
6.20055E+00	-6.54017E-03
6.20287E+00	-6.51369E-03
6.20518E+00	-6.48765E-03
6.20749E+00	-6.46197E-03
6.20980E+00	-6.43657E-03
6.21207E+00	-6.41183E-03
6.21435E+00	-6.38733E-03
6.21662E+00	-6.36305E-03
6.21889E+00	-6.33900E-03
6.22164E+00	-6.31023E-03
6.22439E+00	-6.28181E-03
6.22714E+00	-6.25375E-03
6.22988E+00	-6.22608E-03
6.23194E+00	-6.20561E-03
6.23400E+00	-6.18539E-03
6.23606E+00	-6.16546E-03
6.23812E+00	-6.14584E-03
6.24018E+00	-6.12657E-03
6.24224E+00	-6.10770E-03
6.24430E+00	-6.08927E-03
6.24636E+00	-6.07128E-03
6.24757E+00	-6.06090E-03
6.24879E+00	-6.05067E-03
6.25000E+00	-6.04058E-03
6.25121E+00	-6.03064E-03
6.25243E+00	-6.02082E-03
6.25364E+00	-6.01112E-03
6.25485E+00	-6.00152E-03
6.25607E+00	-5.99201E-03
6.25799E+00	-5.97709E-03
6.25992E+00	-5.96239E-03
6.26185E+00	-5.94791E-03
6.26378E+00	-5.93364E-03
6.26788E+00	-5.90398E-03
6.27197E+00	-5.87518E-03
6.27607E+00	-5.84720E-03
6.28016E+00	-5.82002E-03
6.28271E+00	-5.80352E-03
6.28526E+00	-5.78732E-03
6.28780E+00	-5.77143E-03
6.29035E+00	-5.75587E-03
6.29290E+00	-5.74064E-03
6.29545E+00	-5.72577E-03
6.29799E+00	-5.71127E-03
6.30054E+00	-5.69717E-03
6.30324E+00	-5.68267E-03
6.30595E+00	-5.66879E-03
6.30865E+00	-5.65561E-03
6.31135E+00	-5.64319E-03
6.31289E+00	-5.63647E-03
6.31443E+00	-5.62998E-03
6.31596E+00	-5.62374E-03
6.31750E+00	-5.61773E-03
6.31903E+00	-5.61199E-03
6.32057E+00	-5.60652E-03
6.32211E+00	-5.60134E-03
6.32364E+00	-5.59648E-03
6.32620E+00	-5.58908E-03
6.32876E+00	-5.58264E-03
6.33133E+00	-5.57723E-03
6.33389E+00	-5.57291E-03
6.33813E+00	-5.56831E-03
6.34237E+00	-5.56711E-03
6.34662E+00	-5.56951E-03
6.35086E+00	-5.57566E-03
6.35341E+00	-5.58120E-03
6.35595E+00	-5.58811E-03
6.35850E+00	-5.59639E-03
6.36104E+00	-5.60599E-03
6.36359E+00	-5.61688E-03
6.36614E+00	-5.62890E-03
6.36868E+00	-5.64197E-03
6.37123E+00	-5.65605E-03
6.37403E+00	-5.67269E-03
6.37683E+00	-5.69055E-03
6.37962E+00	-5.70960E-03
6.38242E+00	-5.72984E-03
6.38567E+00	-5.75481E-03
6.38892E+00	-5.78139E-03
6.39217E+00	-5.80960E-03
6.39542E+00	-5.83948E-03
6.39814E+00	-5.86578E-03
6.40085E+00	-5.89337E-03
6.40357E+00	-5.92224E-03
6.40628E+00	-5.95239E-03
6.41014E+00	-5.99744E-03
6.41400E+00	-6.04501E-03
6.41786E+00	-6.09501E-03
6.42172E+00	-6.14736E-03
6.42485E+00	-6.19146E-03
6.42797E+00	-6.23721E-03
6.43110E+00	-6.28466E-03
6.43422E+00	-6.33386E-03
6.43735E+00	-6.38489E-03
6.44047E+00	-6.43785E-03
6.44360E+00	-6.49276E-03
6.44672E+00	-6.54961E-03
6.44924E+00	-6.59690E-03
6.45176E+00	-6.64537E-03
6.45429E+00	-6.69496E-03
6.45681E+00	-6.74559E-03
6.45933E+00	-6.79713E-03
6.46185E+00	-6.84941E-03
6.46438E+00	-6.90236E-03
6.46690E+00	-6.95593E-03
6.46954E+00	-7.01264E-03
6.47218E+00	-7.06992E-03
6.47482E+00	-7.12771E-03
6.47746E+00	-7.18598E-03
6.48097E+00	-7.26399E-03
6.48448E+00	-7.34262E-03
6.48798E+00	-7.42166E-03
6.49149E+00	-7.50100E-03
6.49499E+00	-7.58056E-03
6.49850E+00	-7.66042E-03
6.50200E+00	-7.74076E-03
6.50551E+00	-7.82171E-03
6.50942E+00	-7.91276E-03
6.51332E+00	-8.00479E-03
6.51723E+00	-8.09787E-03
6.52113E+00	-8.19210E-03
6.52636E+00	-8.32006E-03
6.53158E+00	-8.45047E-03
6.53680E+00	-8.58358E-03
6.54203E+00	-8.71960E-03
6.54499E+00	-8.79804E-03
6.54795E+00	-8.87754E-03
6.55091E+00	-8.95814E-03
6.55387E+00	-9.03987E-03
6.55683E+00	-9.12276E-03
6.55978E+00	-9.20691E-03
6.56274E+00	-9.29236E-03
6.56570E+00	-9.37909E-03
6.56820E+00	-9.45321E-03
6.57070E+00	-9.52811E-03
6.57320E+00	-9.60376E-03
6.57570E+00	-9.68013E-03
6.57761E+00	-9.73909E-03
6.57952E+00	-9.79849E-03
6.58143E+00	-9.85833E-03
6.58335E+00	-9.91857E-03
6.58526E+00	-9.97920E-03
6.58717E+00	-1.00402E-02
6.58908E+00	-1.01016E-02
6.59100E+00	-1.01632E-02
6.59392E+00	-1.02581E-02
6.59684E+00	-1.03537E-02
6.59976E+00	-1.04500E-02
6.60269E+00	-1.05469E-02
6.60731E+00	-1.07016E-02
6.61193E+00	-1.08579E-02
6.61656E+00	-1.10155E-02
6.62118E+00	-1.11745E-02
6.62561E+00	-1.13281E-02
6.63004E+00	-1.14827E-02
6.63447E+00	-1.16383E-02
6.63890E+00	-1.17947E-02
6.64206E+00	-1.19069E-02
6.64523E+00	-1.20193E-02
6.64839E+00	-1.21319E-02
6.65155E+00	-1.22445E-02
6.65471E+00	-1.23571E-02
6.65788E+00	-1.24694E-02
6.66104E+00	-1.25812E-02
6.66420E+00	-1.26923E-02
6.66680E+00	-1.27833E-02
6.66941E+00	-1.28738E-02
6.67201E+00	-1.29638E-02
6.67461E+00	-1.30533E-02
6.67988E+00	-1.32331E-02
6.68516E+00	-1.34104E-02
6.69044E+00	-1.35847E-02
6.69571E+00	-1.37557E-02
6.70035E+00	-1.39029E-02
6.70498E+00	-1.40471E-02
6.70961E+00	-1.41881E-02
6.71425E+00	-1.43257E-02
6.71920E+00	-1.44689E-02
6.72416E+00	-1.46078E-02
6.72911E+00	-1.47422E-02
6.73406E+00	-1.48718E-02
6.73870E+00	-1.49887E-02
6.74334E+00	-1.51010E-02
6.74797E+00	-1.52087E-02
6.75261E+00	-1.53116E-02
6.75802E+00	-1.54255E-02
6.76343E+00	-1.55327E-02
6.76884E+00	-1.56329E-02
6.77425E+00	-1.57262E-02
6.77904E+00	-1.58028E-02
6.78384E+00	-1.58737E-02
6.78863E+00	-1.59386E-02
6.79343E+00	-1.59973E-02
6.79761E+00	-1.60433E-02
6.80179E+00	-1.60845E-02
6.80597E+00	-1.61207E-02
6.81016E+00	-1.61519E-02
6.81310E+00	-1.61708E-02
6.81604E+00	-1.61873E-02
6.81898E+00	-1.62015E-02
6.82192E+00	-1.62134E-02
6.82486E+00	-1.62230E-02
6.82781E+00	-1.62304E-02
6.83075E+00	-1.62357E-02
6.83369E+00	-1.62388E-02
6.83732E+00	-1.62399E-02
6.84095E+00	-1.62378E-02
6.84457E+00	-1.62327E-02
6.84820E+00	-1.62246E-02
6.85183E+00	-1.62135E-02
6.85546E+00	-1.61995E-02
6.85909E+00	-1.61827E-02
6.86272E+00	-1.61632E-02
6.86798E+00	-1.61300E-02
6.87325E+00	-1.60908E-02
6.87851E+00	-1.60451E-02
6.88378E+00	-1.59926E-02
6.88838E+00	-1.59406E-02
6.89298E+00	-1.58823E-02
6.89758E+00	-1.58174E-02
6.90218E+00	-1.57456E-02
6.90406E+00	-1.57143E-02
6.90593E+00	-1.56817E-02
6.90781E+00	-1.56480E-02
6.90969E+00	-1.56130E-02
6.91157E+00	-1.55769E-02
6.91345E+00	-1.55395E-02
6.91533E+00	-1.55009E-02
6.91721E+00	-1.54611E-02
6.92019E+00	-1.53956E-02
6.92317E+00	-1.53272E-02
6.92614E+00	-1.52558E-02
6.92912E+00	-1.51816E-02
6.93199E+00	-1.51073E-02
6.93486E+00	-1.50305E-02
6.93774E+00	-1.49512E-02
6.94061E+00	-1.48695E-02
6.94309E+00	-1.47972E-02
6.94556E+00	-1.47234E-02
6.94804E+00	-1.46480E-02
6.95052E+00	-1.45712E-02
6.95616E+00	-1.43911E-02
6.96179E+00	-1.42038E-02
6.96743E+00	-1.40096E-02
6.97306E+00	-1.38086E-02
6.97798E+00	-1.36277E-02
6.98290E+00	-1.34417E-02
6.98782E+00	-1.32509E-02
6.99274E+00	-1.30552E-02
6.99717E+00	-1.28750E-02
7.00160E+00	-1.26911E-02
7.00603E+00	-1.25036E-02
7.01046E+00	-1.23128E-02
7.01413E+00	-1.21524E-02
7.01780E+00	-1.19901E-02
7.02147E+00	-1.18263E-02
7.02514E+00	-1.16612E-02
7.02714E+00	-1.15706E-02
7.02915E+00	-1.14796E-02
7.03115E+00	-1.13884E-02
7.03315E+00	-1.12969E-02
7.03516E+00	-1.12052E-02
7.03716E+00	-1.11132E-02
7.03916E+00	-1.10210E-02
7.04116E+00	-1.09286E-02
7.04345E+00	-1.08231E-02
7.04573E+00	-1.07173E-02
7.04801E+00	-1.06114E-02
7.05030E+00	-1.05054E-02
7.05200E+00	-1.04262E-02
7.05370E+00	-1.03469E-02
7.05541E+00	-1.02677E-02
7.05711E+00	-1.01884E-02
7.05882E+00	-1.01091E-02
7.06052E+00	-1.00298E-02
7.06223E+00	-9.95057E-03
7.06393E+00	-9.87138E-03
7.06609E+00	-9.77139E-03
7.06824E+00	-9.67156E-03
7.07039E+00	-9.57193E-03
7.07255E+00	-9.47253E-03
7.07331E+00	-9.43741E-03
7.07407E+00	-9.40232E-03
7.07484E+00	-9.36726E-03
7.07560E+00	-9.33224E-03
7.07636E+00	-9.29726E-03
7.07712E+00	-9.26231E-03
7.07789E+00	-9.22740E-03
7.07865E+00	-9.19253E-03
7.08129E+00	-9.07226E-03
7.08392E+00	-8.95250E-03
7.08656E+00	-8.83328E-03
7.08920E+00	-8.71462E-03
7.09461E+00	-8.47292E-03
7.10002E+00	-8.23367E-03
7.10544E+00	-7.99685E-03
7.11085E+00	-7.76243E-03
7.11448E+00	-7.60638E-03
7.11811E+00	-7.45133E-03
7.12175E+00	-7.29729E-03
7.12538E+00	-7.14428E-03
7.12901E+00	-6.99233E-03
7.13264E+00	-6.84158E-03
7.13628E+00	-6.69218E-03
7.13991E+00	-6.54425E-03
7.14368E+00	-6.39268E-03
7.14744E+00	-6.24303E-03
7.15120E+00	-6.09548E-03
7.15497E+00	-5.95019E-03
7.16006E+00	-5.75770E-03
7.16514E+00	-5.56993E-03
7.17023E+00	-5.38716E-03
7.17532E+00	-5.20958E-03
7.17974E+00	-5.05964E-03
7.18416E+00	-4.91382E-03
7.18858E+00	-4.77217E-03
7.19300E+00	-4.63474E-03
7.19718E+00	-4.50852E-03
7.20137E+00	-4.38618E-03
7.20555E+00	-4.26779E-03
7.20974E+00	-4.15341E-03
7.21456E+00	-4.02668E-03
7.21938E+00	-3.90561E-03
7.22421E+00	-3.79051E-03
7.22903E+00	-3.68168E-03
7.23365E+00	-3.58367E-03
7.23827E+00	-3.49215E-03
7.24288E+00	-3.40750E-03
7.24750E+00	-3.33006E-03
7.25211E+00	-3.26032E-03
7.25671E+00	-3.19826E-03
7.26131E+00	-3.14409E-03
7.26592E+00	-3.09798E-03
7.26889E+00	-3.07253E-03
7.27186E+00	-3.05052E-03
7.27484E+00	-3.03194E-03
